Listing_num,Address,City,House_type,Price,Estimated_price,Estimated_on,Bedroom_num,Washroom_num,Parking_num,Tax,Maintenance,Building_age,Size,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Property_style,Exposure,Description
C4844438,Unit 507 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,579000.0,543101.0,2020-08-04,1,1,1, 2224,,"water,heat",-,2020-07-24,2020-08-04,2082.0,4.02%,Bathurst & Eglinton,Apartment,N,"Welcome To The Hill. Situated On The Border Of Forest Hill & Cedarvale. This Suite Is In A Perfect Location. No Space Is Wasted In This Well Laid Out Space. Beautiful High End Finishes With A Private Large Balcony. Subway, Parks, Restaurants, Convenient Stores Are At Your Door Step.
Include All Appliances."
C4901798,Unit 315 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,499000.0,478548.0,2020-09-11,1,1,1, 2444,578.0,"water,heat",0-5,2020-09-08,2020-09-11,2100.0,3.12%,Bathurst+Eglinton,Apartment,E,"Welcome To ""The Hill"" In Upper Forest Hill Village! Open Concept Layout Filled With Wall To Wall Windows, Laminate Floors, Modern Kitchen With Sleek Cabinetry And Stainless Steel Appliances. Custom Blinds, Lighting And Frosted Sliding Doors.Great Parking Spot! Exceptional Amenities Include: Concierge, Gym, Guest Suites + More - Steps To Upcoming Lrt.
S/S Fridge,Ceramic Cooktop,S/S Oven S/S Micro,S/S Range Hood,Dishwasher,W+D,All Elf's,Custom Blinds+All Existing Furnishings (1 Queen Bed Frame,Entertainment Unit,Closet Organizers.)*Bell Service Bundle Avail $40+Hst/Mo Cable+Internet."
C4869792,Unit 706 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,569000.0,569629.0,2020-09-11,1,1,1, 2441,550.0,"water,heat",-,2020-08-13,2020-09-11,2100.0,2.68%,Bathurst&Eglinton,Apartment,N,"Welcome To Upper Forest Hill! Functional Loft Style 1 Bed(W Parking). Boutique Luxury Building ""The Hill"" Is Steps From The Lrt, Eglinton W Subway, &Allen Rd/Hwy 401. Open Concept Unit,Bright&Airy. Wall-To-Wall/Floor-To-Ceiling Windows. 9' Ceilings. Eat-In Kitchen W S/S Appliances&Quartz Countertop&Backsplash. Stunning Master W Glass Doors. 3 Pc Bath W Glass Shower. Balcony W City Views. Foyer W Lrg Closet&Separate Laundry Closet. Not An Inch Of Wasted Space!
S/S Whirlpool Fridge, Stove, Hood, Dishwasher,&Microwave. Whirlpool Stacked Washer&Dryer. All Full Sized! All Elfs&Window Coverings. One Parking. Amenities:Gym, Guest Suites, Rooftop Deck/Garden, Party Room, Concierge,& More. Green P Under!"
C4877344,Unit 807 - 1486 Bathurst St,Humewood-Cedarvale - Toronto,Condo Apt,649000.0,638624.0,2020-08-19,1,1,1,,476.0,"water,heat",New,2020-08-19,2020-08-19,2291.0,3.27%,Bathurst & St. Clair,Apartment,SW,"Live Like A Baron/Baroness At The Barrington In This Rarely Available 1Br Featuring 2 Balconies Overlooking Clear S/W Views Of Stunning St. Clair W. Enjoy An Excellent & Super-Functional Layout With Top-Of-The-Line Brand New Appliances In This Never-Been-Lived-In Spacious 588Sf Unit, Or Treat As An Aaa Investment And Source Discerning Residents Who Wish To Be Close To Ttc, Wychwood Barns And All Amazing Amenities That This Vibrant Neighbourhood Has To Offer.
Corner Unit With 115Sf Of Exclusive Outdoor Space, Includes Parking, Storage Locker And Bike Storage, Friendly & Attentive Concierge, Steps To St. Clair W. Ttc Station, Loblaws, Starbucks, Trendy Restaurants, Winston Churchill Park & More."
C4796356,Unit 402 - 170 Chiltern Hill Rd,Humewood-Cedarvale - Toronto,Condo Apt,979000.0,989159.0,2020-09-10,2,2,1, 3200,981.0,"water,heat",New,2020-06-17,2020-09-10,2389.0,1.28%,Bathurst & Eglinton,Apartment,S,"Nestled In One Of The Most Prestigious Locations In The City You New Home Awaits In This Luxury Condo At ""The Hill"" In Upper Forest Hill Village. This Split Open Concept, 2 Bdr, 2 Bathroom Includes Master En-Suite, W/I Closet, In-Suite Laundry, Floor To Ceiling Windows, ,. Huge 392 Sq/Ft Terrace Overlooking All The Best The City Has To Offer. Steps To Some Of The Trendiest Shops, Restaurants, Subway, Future Lrt And Lots More!
Full Size Ss Fridge, Stove Top, Oven, Range Hood, Dishwasher, Under Mount Sink, Washer, Dryer. Building Amenities Include Concierge, Gym, Party Room, Guest Suite, Terrace & Parking"
C4906383,Unit 101 - 35 Raglan Ave,Humewood-Cedarvale - Toronto,Condo Apt,599000.0,587029.0,2020-09-10,2,1,0, 2047,599.0,"water,hydro,heat",51-99,2020-09-09,2020-09-10,2250.0,2.86%,St Clair W/Bathurst,Apartment,W,"Ideal Condo For Social-Distancing Living! Garden-Level Spacious 2-Bedrooms In A New York Style Brick Walk-Up In One Of Toronto's Best Neighbourhoods! Large Open-Concept Kitchen With Granite And Stainless Counters. Light-Filled And Convenient Location 5 Min Walk From Subway And 1 Min To Streetcar. Loblaws, Shoppers, Starbucks, Wychwood Barns, Ravine & More! Ensuite+ Bsmt Lockers, Bike Storage, Free Gas Bbq. No Dogs, Cats Ok! Well-Managed Boutique Building!
All Utilities Included. Fridge, Stove, Dishwasher, 2 A/C Units And All Elfs Included. Window Treatments And Custom Curtain In Bedroom. Several Parking Rental Options Next Door For $75-$100/Mo. Clean Updated Laundry. Fireplace Is Decorative."
C4895915,Unit 1504 - 1486 Bathurst St,Humewood-Cedarvale - Toronto,Condo Apt,849000.0,911050.0,2020-09-04,2+1,2,1, 3993,716.0,water,New,2020-09-02,2020-09-04,3192.0,2.68%,Bathurst And St. Clair,Apartment,SE,"At The Heart Of Bathurst And St. Clair Lives A Suite With A New Look And A New Unbeatable Price That Is Perfect For The Work From Home Lifestyle. The 927 Sq. Ft. 2 Bedroom + 2 Bath + Den Unit Provides Ample Space For An Uninterrupted Zoom Call. This Suite Comes Complete With 2 Balconies That Together Make Out To Be 137 Sq. Ft. Steps Away From The Ttc And All Things Necessary For Proper City Living. Views Of The Lush Wells Hill Park And The Cn Tower.
Ft: Oversized Windows, Se Facing Sun-Filled Rms, Hrdwd Laminate Flrs, Modern Kit. W/Upgraded Full-Size Stainless Steel Appliances, 1 Parking,1 Locker & 1 Bike Locker. Amenities:Fitness Centre W/Yoga Studio, Party Rm W/Terrace, 24H Concierge"
C4797818,Unit 601 - 530 St Clair Ave W,Humewood-Cedarvale - Toronto,Condo Apt,670000.0,679172.0,2020-07-14,1+1,1,0, 2453,590.0,"water,heat",6-10,2020-06-18,2020-07-12,2158.0,2.2%,St Clair / Bathurst,Apartment,W,"Prime Location, Boutique Condo Building Located At Prestigious St Clair & Bathurst Neighborhood, Immaculate And Sun Filled 1 Bed + Den Unit With Spectacular West View, 734 Sf + 100 Sf Balcony, Spacious Layout With Contemporary Finishes, 9' Ceilings, Excellent Amenities Incl Gym, Sauna, Spa, Game Room, Media Room, Party Room, Outdoor Terrace & 24 Hr Concierge, Steps To Subway, Restaurants, Shops And Close To St Michael's College School & Upper Canada College.
Stainless Steels Appliances: Stove, Fridge, Over The Range Microwave, Dishwasher; White Stacked Washer & Dryer, Existing Elfs, Existing Window Coverings And One Locker."
C4869459,Unit 732 - 161 Roehampton Ave,Mount Pleasant East - Toronto,Condo Apt,559000.0,539420.0,2020-08-13,1,1,0,,326.0,New,500-599 feet²,2020-08-13,2020-08-13,1931.0,3.37%,Eglinton & Mt. Pleasant,Apartment,W,"Freed Built, Brand New 1 Bedroom Unit, Approximately 519 Sq Ft. With 97 Sq Ft Open Balcony, Floor To Ceiling Windows, Quartz Counter, Panel Fridge, Built In Appliances, Custom Bathroom, Open Concept Layout. Steps To Yonge & Eginton Centre, Subway, Loblaws, Lcbo, Shops, Restaurants & Schools.
Fridge, Stove, Kitchen Hood. Washer & Dryer, Existing Window Blinds"
C4860680,Unit 5503 - 8 Eglinton Ave,Mount Pleasant East - Toronto,Condo Apt,634800.0,664299.0,2020-08-07,1+4,1,0, 2500,347.0,"water,heat",-,2020-08-07,2020-08-07,2831.0,3.86%,Yonge / Eglinton,Apartment,W,"Beautiful Prestigious Luxury E-Condos,Located In The Heart Of The City At Yonge/Eglinton .9 Feet Ceiling ,Modern Finishes ,Huge Balcony Walking Access From Living Room And Bedroom, High Floor Bright Unobstructed South West View.Luxury Amenities Include Indoor Pool,Party Room,Tech Lounge,Yoga Studio & Much More ,Direct Underground Access To Subway, High End Integrated Energy Efficient European Appliances, Ideal Location Walk To Shopping Centres, Movie Theater
Built In S.S. Fridge, Stove, Microwave, Dishwasher, Washer& Dryer, Electrical Light Fixtures, One Locker . Amenities: Indoor Pool W/Glass Wall Looking South, Gym, Yoga Studio, Boxing Gallery, Party Rm, Terrace, Concierge"
C4861002,Unit 328 - 161 Roehampton Ave,Mount Pleasant East - Toronto,Condo Apt,514900.0,532043.0,2020-08-25,1,1,0, 2500,230.0,water,New,2020-08-07,2020-08-25,1931.0,3.16%,Yonge & Eglinton Ave E,Multi-Level,E,"** Beautiful Brand New Condo Located In The Heart Of Yonge & Eglinton ** Stunning One Bedroom One Bath Unit W/ Large Balcony Facing East* Gourmet Kitchen W/ Back Splash & Integrated Stainless Steel Appliances To Maximize Space* 9 Ft Ceiling* Floor To Ceiling Windows Embarrassing Natural Light* Bright & Sun- Filled With Open Concept** Walk To Subway, Schools, Park, Shops & Restaurants**
*Smooth Cook Top Stove, Stacked Washer & Dryer, Rooftop Pool, 5 Star Amenities-Concierge,Outdoor Infinity Pool, Hot-Tub,Sauna,Yoga,Gym At Your Finger-Tips* 24 Hr Diner, Party Room, Spa, Bbq Area, Schools, Parks, Loblaws, Lcbo, & Much More*"
C4819380,Unit 712 - 101 Erskine Ave,Mount Pleasant East - Toronto,Condo Apt,688800.0,651774.0,2020-09-10,1+1,1,1, 2639,384.0,heat,0-5,2020-07-05,2020-09-09,2431.0,3.12%,Yonge & Eglinton,Apartment,W,"Tridel's Luxury 1 Bed + Den Is Your Ideal Home Which Located In The Exciting Neighborhood Of Midtown Toronto. Minutes From Yonge And Eglinton, Eglinton Subway, Boutique Shopping, And Superb Dining. 6th-Floor Roof Garden With Infinity Pool And Lounge Area; Amenities Include A Gym, Party Room, Dining Room, Billiards, Yoga, Movie Theatre, Guest Suites, And Outdoor Bbq Area. Smooth 9' Ceilings. One (1) Parking Spot Included.
Built-In Fridge, Stove, Dishwasher, Full-Size Washer/Dryer, All Elf's, Window Coverings & Gorgeous Backsplash."
C4897584,Unit 2704 - 30 Roehampton Ave,Mount Pleasant East - Toronto,Condo Apt,510000.0,508461.0,2020-09-11,1,1,0, 2309,320.0,heat,0-5,2020-09-03,2020-09-11,2000.0,3.25%,Yonge/Eglinton,Apartment,W,"Newer Well Maintained 1 Bedroom Condo. Beautiful City View. Stops Away From Subway And Coming Eg. Lrt. Good Investment Property. Stainless Steel Appliances. 24/7 Concierge, Fitness Centre, Party/Media Room Etc.
S/S Appliances. Must Fill In The Covid-19 Form Before Showing. Pls Follow All Covid-19 Safety Measures While Showing."
C4889449,Unit 1719 - 8 Hillsdale Ave,Mount Pleasant East - Toronto,Condo Apt,949000.0,911988.0,2020-08-28,2,2,1,,537.0,0-5,600-699 feet²,2020-08-28,2020-08-28,2888.0,2.88%,Yonge St & Eglinton Ave,Apartment,W,"Top Floor Like Pent House, Couple Steps Up To Roof Top Amenities W/Mind Blowing Downtown Skyline & City View. Brand New 2Br 2Bath Unit In Heart Of Midtown: Yonge & Eglinton. Above Subway Bus & Future Lrt. Unobstructed Western Exposure From Living, Mbr & Balcony.Laminate Floors, Quartz Counter Top & Center Island W/Sitting.Integrated S/S Appliances High Ceilings, Fl To Ceiling Windows. Mbr Has W/I Closet & West Facing Sliding Door.1 Parking & 1 Same Fl Locker.
All S/S Kitchen App, Washer,Dryer, All Elfs. Aaa Amenities; Rooftop Pool*Hot Tub*Sauna*Party Rm*Lounge W/Cabanas*Juice Bar*Kids Club*Private Dining Rm* & More.Taxes Not Been Assessed. Neighborhood 98/100 Walk Score & 95/100 Transit Score"
C4889947,Unit 805 - 8 Eglinton Ave E,Mount Pleasant East - Toronto,Condo Apt,770000.0,763262.0,2020-08-31,2,2,1,,694.0,0-5,600-699 feet²,2020-08-28,2020-08-31,2650.0,2.84%,Yonge / Eglinton,Apartment,NW,"Live In One Of Canada's Most Thriving Neighbourhood. Walk-Score 93/100. Convenience Is Right Outside. Highly-Rated Schools Are All Within Walking Distance, Access To Over 70 Nearby Restaurants And Many Large Parks. Access To Ttc Transit, Retail Therapy-Yonge & Eglinton Features Some Of The Leading Retailers Along These Major St, Both For The Casual To Sporty.These Sophisticated Styles Are Designed For All Ages.
Integrated Appliance, Concierge, Gym + Yoga Studio + Boxing Gallery. Indoor Swimming Pool, W/O To Wrap Around Balcony From Lv & Both Br With Breathtaking View. Premium Parking/Locker Combo Included."
C4859577,Unit 1802 - 8 Eglinton Ave E,Mount Pleasant East - Toronto,Condo Apt,825000.0,801497.0,2020-09-04,2+1,2,1, 3751,772.0,0-5,700-799 feet²,2020-08-06,2020-09-04,3109.0,2.79%,Yonge And Eglinton,Apartment,SW,"***Best Deal In The Building*** Prestigious E Condo, Located In The Heart Of The City At Yonge/Eglinton. Direct Subway Access & Future Lrt, Walking Distance From Too Many Amenities & Venues To List. Sw Corner Unit 2+ Den W/Wrap Around Balcony Offering Panoramic City & Lake View, 9' Ceilings W/Floor To Ceiling Windows, Luxurious Finishes, Modern & Open. See It & Fall In Love.
Integrated Fridge, B/I Oven, Electric Cook-Top, Exhaust Fan & Microwave, Washer & Dryer, Electric Light Fixtures, ***1 Parking & 1 Locker Included***"
C4901746,Unit Lph03 - 245 Davisville Ave,Mount Pleasant East - Toronto,Condo Apt,599000.0,540971.0,2020-09-11,1,1,1, 2075,406.0,"water,heat",16-30,2020-09-07,2020-09-11,1833.0,2.56%,Davisville & Mt Pleasant,Apartment,S,"Chic One Bdrm, One Bath Apt With Underground Parking And Locker. Great Midtown Location At Mt Pleasant & Davisville. Steps To The Famous Beltline (Run/Walk/Bike), Shops, Restaurants, Parks, Great Schools And Walkable To The Yonge Subway Line. California Shutters In The Bdrm And A New Cooktop Recently Installed. Quiet, Sought After Building. The Best Midtown Has To Offer.
Includes: Fridge, Stove, Cooktop, Microwave, Washer & Dryer, All Electrical Light Fixtures, All Window Coverings, One Underground Parking Stall, And One Locker. Please Wear Gloves & Mask At All Times While In The Building."
C4902703,Unit 1408 - 83 Redpath Ave,Mount Pleasant East - Toronto,Condo Apt,629000.0,583323.0,2020-09-09,1+1,1,1, 2591,504.0,heat,-,2020-09-08,2020-09-09,2173.0,2.74%,Yonge/Eglinton,Apartment,SW,"Welcome To 83 Redpath Residences, This Stunning Unit Features Fresh Urban Design With Spectacular Views Of The Toronto Skyline. This Spacious Unit Offers 1 Bed + Den, Open Concept Design, Modern Kitchen With S/S App, 9Ft Ceilings And Ensuite Laundry. Enjoy A Fantastic Roof Top Terrace, Gym With Roof Top Hot Tub, Indoor Basketball Court And Party Room. Steps To It All: Yonge St, Ttc, Restaurants, Shopping & More.
S/S Fidge, Stove, B/I Microwave, B/I Dishwasher, Washer And Dryer, All Electrical Light Fixtures, Locker And Parking Spot Are Owned. 24Hr Notice For Showings. Common Areas Closed To Public, Can Schedule Showing Once Offer Accepted."
C4906027,Unit 312 - 88 Broadway Ave,Mount Pleasant East - Toronto,Condo Apt,699999.0,733124.0,2020-09-10,1+1,2,1, 2957,701.0,"water,heat",-,2020-09-10,2020-09-10,2747.0,2.7%,Yonge/Eglinton,Apartment,S,"Unique & Hard To Find Unit In The Heart Of Yonge & Eglinton. Spacious 776 Sqft Open Floorplan. 1 Bed + Large Den W/ 2 Full Washrooms And Laundry Room. Featuring Upgraded Light Fixtures, New Hardwood Floors, 9 Ft Ceilings, Spacious Closets W/ Custom Organizers & Large Balcony. 1 Prk Spot & 1 Locker Inc. Amenities Including 24-Hr Concierge, Indoor Pool, Sauna, Gym, Party Room, And Amazing 9th Floor Terrace W/ Bbq. Steps From Y&E, Ttc, Future Lrt, Shops & Dining
Fridge, Stove, Microwave, Dishwasher, Washer And Dryer Included. New Upraded Elfs Included And Blinds."
C4881938,Unit 1319 - 98 Lillian St,Mount Pleasant East - Toronto,Condo Apt,639500.0,599476.0,2020-09-07,1,1,0, 1933,365.0,"water,heat",0-5,2020-08-22,2020-09-07,1950.0,2.63%,Yonge / Eglington,Apartment,S,"Welcome To The Best Building In Midtown Toronto! Madison Condos At Yonge And Eglinton! A Great South Facing Unit With Open Balcony. Highly Functional Layout With Modern Kitchen And Laminate Flooring Throughout. Loblaws And Lcbo In The Building! Steps To Subway, Restaurants, Schools, Shopping, And Parks. 2-Storey Gym, Rooftop Garden, Bbq Area In Amenities, Indoor Pool, Party Room, Guest Suites, Steam/ Sauna.
Stainless Stove, Fridge, Built-In Dishwasher, Microwave, Washer/Dryer, Electrical Light Fixtures Except Light In Kitchen. Wall Fixture Not Included."
C4877560,(Address not available),Mount Pleasant East - Toronto,Condo Apt,71500.0,718423.0,2020-08-22,1+2,1,1, 2998,576.0,"water,heat",-,2020-08-19,2020-08-22,2483.0,2.57%,Yonge And Eglinton,Apartment,E,"708 Sq/Feet - Rare Find Of 1 Bedroom & 2 Den Unit In Luxurious Tridel Building In The Best Location Of Mid Town With 9 Ft Ceiling, Great Layout, Breathtaking & Unobstructed East View. Close To Shopping Centers, Restaurants, Business Area, Ttc And Subway Station, Close To Downtown Toronto, With 24H Security Guard With Fantastic Amenity. ( Den Could Be Used As Second And Third Bedroom.)
Fridge, Stove, Dishwasher, Microwave, Stacked Washer And Dryer, All Elfs. Excellent Amenities Incl: Gym, Sauna, Yoga Studio, Outdoor Cabanas, Guest Suites, 24 Hour Security, Roof Top Garden And More."
C4891659,Unit 1404 - 25 Broadway Ave,Mount Pleasant East - Toronto,Condo Apt,789900.0,787573.0,2020-09-08,2,2,1, 3439,642.0,"water,heat",-,2020-08-31,2020-09-08,2700.0,2.47%,Yonge & Eglinton,Apartment,NE,"Incredible Fully Renovated Condo In Tridel's Republic Tower At Yonge & Eglinton! This 2 Bedroom 2 Bathroom Suite Features 841 Sf Of Living Space Plus A 55 Sf Balcony. Stunning Custom Gourmet Kitchen With Tons Of Storage, High End, Built-In Bosch And Thermador Appliances With An Extra Large Island. New Laminate Floor, Crown Moulding, Renovated Master Ensuite, And Stunning Light Fixtures Throughout. Over $70K Spent On Renos In 2018. Priced To Sell!
24 Hr Concierge, Roof Top Cabana Lounge, Bbq's, Gym, Sauna, Meeting Room, Media Room, Visitor Parking & Guest Suites. All Appliances, All Electrical Light Fixtures, Washer, And Dryer Are Included."
C4899841,Unit 403 - 97 Lawton Blvd,Yonge-St. Clair - Toronto,Condo Apt,518000.0,540009.0,2020-09-05,1,1,1, 2015,764.0,"water,hydro,heat",-,2020-09-05,2020-09-05,2465.0,3.04%,Yonge / St Clair,Apartment,W,"An Amazing Opportunity In The Uptown Area. Spacious 1 Bedroom Unit In A Boutique Low-Rise Building In Yonge And St Clair Area. Walk To St Clair Or Davisville Subway Stations And All The Fabulous Shops On Yonge And St Clair. Rare Find, Must See.
All Stainless Steel Appliances: Fridge, Stove, B/I Dishwasher, Microwave, Washer & Dryer. Build-In Desk / Shelving Unit. All Elf And Window Coverings. One Parking, One Locker Included."
C4824166,Unit 1706 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,869900.0,838422.0,2020-09-09,2,2,1,,,water,-,2020-07-08,2020-09-09,2775.0,3.72%,Avenue And St Clair,Apartment,NW,"Gorgeous Brand New Unit Available In Toronto's Most Prestigious Neighboorhood. Gorgeous Open Unit With Lots Of Natural Light And Gorgeous North West Views. Next Door To Ucc, Shopping, Dining, And Groceries.
Elfs, Built-In Appliances, Fridge, Stove, Oven, Microwave With Range Hood, Washer & Dryer."
C4813926,Unit 1502 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,1099000.0,928514.0,2020-09-10,2+1,2,1,,,"water,heat",-,2020-06-30,2020-09-09,3053.0,3.69%,Avenue Road/Heath Street West,Apartment,NE,"Welcome To 609 Avenue Rd Offering An Elegant Collection Of Sophisticated Residences. #1502 Is A Sun-Filled 967 Sq Ft Suite With High Ceilings, 2 Bedrooms, 2 Bathrooms, A Den, Open Concept Kitchen With Upgraded Appliances, Dining/Living Area With Floor To Ceiling Windows, Laminate Flooring & W/O To The Spacious Balcony That Offers Unobstructed North & East Views. Master Bedroom Includes A Walk-In Closet, Luxurious 4-Piece Ensuite & Walkout To The Balcony.
Upgraded Finishes,In-Suite Laundry, Ample Storage,1 Car Parking & Locker Offer Perfect Luxury Living. Amenities Include A Rooftop Terrace, Gym,Concierge,Guest Suites, Pet Washing Station. Some Photos Include Virtual Staging. Assignment Sale"
C4826600,Unit 610 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,569900.0,585570.0,2020-08-12,1+1,2,0,,,heat,New,2020-07-10,2020-08-12,2092.0,4%,Avenue Rd/St Clair Ave W,Apartment,N,"Welcome To 609 Avenue Rd, Brand New Luxury Condominium In Prestige Forest Hill, Never Been Lived In Unit Approx 510 Sqft With 25 Sqft Balcony. Hardwood Flooring Throughout, Built In Appliances In Kitchen. Excellent Size Den, Close Proximity To Cafes, Restaurants, Shops & Ucc, 5 Minute Drive To Downtown Offices, Hospitals & Government Offices.
Fridge, Stove, Dishwasher, Stacked Washer/Dryer, 1 Locker, Light Fixtures & Access To Common Elements"
C4805005,Unit 1704 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,1059000.0,1069443.0,2020-09-09,2+1,2,1,,,New,800-899 feet²,2020-06-24,2020-09-09,3200.0,3.36%,Avenue Rd / Heath St W,Apartment,SW,"Welcome To 609 Avenue Road Unit 1704 - A True Expression Of Style And Sophistication. Cool, Calm And Sophisticated With A Youthful Edge, This Functional Home Is Enveloped In Light And Comfort. Crisp White Walls, Plank Floors And High Ceilings Create A Style As Timeless As The Unobstructed S/W View. This 883 Sq/Ft Corner Model Suite Boasts A 189 Sq/Ft Terrace And Features Two Spacious Bedrooms, Two Luxurious Bathrooms, Den, Ensuite Laundry, Parking And Locker.
Inspired By The Ambiance Of A Grand Hotel, 609 Avenue Road Provides All The Amenities One Would Expect In A Residence With This Extraordinary Level Of Quality - Gym, Concierge, Guest Suites, Roof Top Patio. This Is An Assignment Sale."
C4853749,Unit 1601 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,2249000.0,2144971.0,2020-09-10,3,3,2,,,heat,New,2020-08-01,2020-09-09,5891.0,3.09%,Avenue/St.Clair,Apartment,NE,"609 Avenue Road Condo Is Sitting At A Prestigious Location. The Modern And Sophisticated Design Is Outstanding. Rare 1597 Sq Ft Unit With 366 Sq Ft Terrace And 30 Sq Ft Balcony. 2 Parking & Locker. Steps To Upper Canada College. Move In & Enjoy
Fridge, Cook-Top, Oven, Hoodfan, Microwave, Dishwasher, Washer, Dryer. This Is An Assignment Sale. Two Parking. Two Locker."
C4858037,Unit 1209 - 609 Avenue Rd,Yonge-St. Clair - Toronto,Condo Apt,880000.0,881695.0,2020-09-04,2,2,1,,545.0,water,New,2020-08-05,2020-09-03,2735.0,2.73%,Avenue And St Clair,Apartment,NW,"Gorgeous Brand New Unit Available In Toronto's Most Prestigious Neighboorhood. Gorgeous Open Unit With Lots Of Natural Light And Gorgeous North West Views. Next Door To Ucc, Shopping, Dining, And Groceries.
Elfs, Built-In Appliances, Fridge, Stove, Oven, Microwave With Range Hood, Washer & Dryer."
C4857180,Unit 1104 - 1430 Yonge St,Yonge-St. Clair - Toronto,Condo Apt,599900.0,617955.0,2020-08-05,1,1,0, 1793,480.0,"water,heat",-,2020-08-05,2020-08-05,2075.0,2.53%,Yonge & St. Clair,Apartment,N,"Welcome To 1104 At The Clairmont! Boutique Condo Located Right At Yonge & St.Clair. 1 Bedroom Functional Open Concept Floorplan. Very Well Maintained Condo In One Of The Areas Most Sought After Buildings. Perfect For First Time Buyer Or Investor. Amenities Include Party Room, Gym And Meeting Room.
S/S Appliances; Fridge, Stove, Dishwasher, Washer & Dryer."
C4874819,Unit 1502 - 111 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,669000.0,646446.0,2020-08-22,1+1,1,1, 2861,557.0,heat,-,2020-08-18,2020-08-21,2343.0,2.59%,W.Yonge/St. Clair Ave/E.Avenue,Apartment,N,"*L-U-X-U-R-Y Imperial Plaza Condo/Remarkable Lifestyle Condo In St Clair/Yonge/Avenue**Breathtaking North-Open View Of The City Skyline & Soaring 10Ft Ceiling**Practical 1+Den Layout W/One(1) Parking & 1 Locker**Open Concept Lr/Dr/Kitchen & Bedrm-Den Split(Den Could Be Used As 2nd Bedrm)--Clean/Bright/Large Window Overlooking City-Skyline--Spectacular Amenties Of Building**Conveniently Located 4 Starbucks/Lcbo/Grocery Shopping-Restaurant
*Existing Panelled Fridge,Glass Built-In Cooktop,Built-In Oven,B/I Microwave,B/I Dishwasher,Front-Load Washer/Dryer,Hardwood Flr,Smooth Ceilings,Excl(Centre Island),One(1) Parking+One(1) Locker Included"
C4829827,Unit 528 - 111 St. Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,649000.0,637274.0,2020-08-24,1+1,1,0, 2451,505.0,heat,-,2020-07-14,2020-08-24,2210.0,2.56%,Yonge St./St. Clair Ave,Apartment,N,"Luxury, Immaculate, Upscale, Extra Modern, 1+Den Suite At Excellent Location.Living With Extra Large Windows, Den Designed For A Great Office Use,Perfact Outside View, Building Has Longo's Marketplace And Lcbo.Outdoor Patio For Summer, Total Aprox 650 Sqft.Modern Kitchen And Bedroom.
Artistic And Outstanding Amenities Include, Exercise Room With High End Equipment, Swimming Pool, Table Tennis, Pool Tables, Golf Simulator, Theater, Media Room, Yoga Room, Party Room, Squash Court And Basketball Court"
C4853468,Unit 728 - 111 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,649900.0,644676.0,2020-09-03,1+1,1,0, 2531,505.0,0-5,600-699 feet²,2020-08-01,2020-09-02,2169.0,2.44%,Avenue Rd. & St Clair Ave. W,Apartment,N,"Desirable Midtown! Live In Historic Imperial Plaza Building At Yonge & St Clair. 24Hr Concierge. This Contemporary One Bedroom With Den & 10' Ceilings Is Ultra-Convenient With The Market By Longos, Lcbo, And Starbucks In The Building. Both Streetcar And Subway Services Are Very Close. 20,000 Sq.Ft. Of Amenities, Including, Indoor Swimming Pool, Hot Tub, Steam Room, Gym, Music & Theatre Rooms, Squash Courts, Meeting/Party Rooms, Golf Simulator, And More.
Dishwasher, Fridge, Stove, Microwave Range Hood, Washer/Dryer, Window Coverings, All Elfs. Enjoy This Sophisticated Neighbourhood With Renowned Restaurants, Parks, Schools. Both U Of T And Yorkville Are A Short Walk Or Transit Ride."
C4817824,Unit 622 - 111 St Clair Ave W,Yonge-St. Clair - Toronto,Condo Apt,699000.0,681403.0,2020-09-06,1+1,1,1, 2525,547.0,-,600-699 feet²,2020-07-04,2020-09-06,2169.0,2.23%,Avenue Rd. & St. Clair,Apartment,N,"Luxurious Living At Imperial Plaza!. Minutes From Yorkville! 1+1 W 4 Pc Bath Bright & Spacious Open Concept Flr Plan, Great 20,000Sq Ft Amenities:Indoor Pool,Gym,Sauna, Squash Crts, Prty Rm, Theatre, Outdoor Courtyard, Golf Simulator, Music Rm, Visitor Parking. Lcbo & Longo's Market W: Starbucks, Sushi, Wood Burning Pizza Oven, Hot Table, Salad & Soup Bars On Ground Floor
Integrated Stainless Steel Fridge, Dishwasher, Stove W Hood Range Fan, Custom Design European Kit Design Cabinetry W Granite Counters, Washer & Dryer, Potlites, 24 Hour Concierge, 1 Parking Spot 114"
