Listing_num,Address,City,House_type,Price,Estimated_price,Estimated_on,Bedroom_num,Washroom_num,Parking_num,Tax,Maintenance,Building_age,Size,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Property_style,Exposure,Description
E4800593,Unit 1216 - 1 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 445,000","$419,897",As of 2020-06-21,2+1 Bedrooms,1 Bathrooms,0 Garage,$ 881,$659/month,"water,hydro,heat",31-50,2020-06-19,2020-06-21,"$2,068",3.54%,Victoria Park & Danforth,Apartment,E,"Recently Renovated. Wooden Floors In All Living Areas. Rare Enclosed Balcony Can Be Used As Third Bedroom. Unobstructed East Views From All Rooms. Washing Machine And Dishwasher In The Unit. Close To All Amenities. Steps To Victoria Park Subway, Schools, Shops, Library, Golf Course, Parks And Places Of Worship. Maintenance Fee Covers Cable Tv, Water, Heat And Hydro
Fridge, Stove, Dishwasher, Washing Machine, All Elfs. Portable Ac Not Included. Parking Can Be Rented For $55/Month"
E4901766,Unit 2405 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 474,000","$404,169",As of 2020-09-08,2 Bedrooms,1 Bathrooms,0 Garage,$ 911,$659/month,"water,hydro,heat",-,2020-09-08,2020-09-08,"$1,995",3.45%,Danforth/Victoria Park,Multi-Level,E,"Must See! Fully Upgraded And Freshly Painted Spacious 2 Bedroom Suite. A Panoramic East View Facing Golf Course, All Scarborough Area From Open Balcony! Highly Upgraded Kitchen With Granite Counter Top. S/S Appliances. Laminated Flooring Throughout (2020) Fully Renovated Washroom (2020). Balcony Floor -Runme Outdoor Tiles (2020). Steps To School, Victoria Park Subway Station And Shopping Centers. 24Hr Security On Site, Grocery Store And Pharmacy Nearby.
All Elfs/ S/S Fridge, Stainless Stove, New Microwave Insingma (2020) Brand New Washer- Samsung (2020) Brand New Wall Chimneyhood(2020). Brand New Bedroom Window Coverings And Patio Curtain.Amenities Include Swimming Pool, Gym Squash Courts,"
E4896124,Unit 2508 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 449,900","$424,877",As of 2020-09-04,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,073",$761/month,"water,hydro,heat",-,2020-09-02,2020-09-04,"$2,123",3.29%,Victoria Park Subway/Danforth,Apartment,E,"Spacious Higher Floor Unit, Unobstructed Golf Course View. Freshly Painted, Top Quality Laminated Flooring Throughout, Updated Kitchen And Washroom. Great Location! Minutes Walk To Victoria Park Subway. School, Daycare, Doctor's Office, Grocery On The Premises. 24 Hours Security Guard, Visitor's Parking, Million Dollars Recreation Center With Lane Pool, Sauna, Gym, Basketball& Squash Crt, Party Room Etc. Place Of Worship All Other Amenities Near By.
Fridge, Stove, Built In Dishwasher, Range Hood, All Electric Light Fixtures, Window Coverings, 2 Window Air Conditioners."
E4896384,Unit 2212 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 455,000","$424,901",As of 2020-09-03,2 Bedrooms,1 Bathrooms,1 Garage,$ 948,$761/month,"water,hydro,heat",-,2020-09-02,2020-09-03,"$2,123",3.29%,Victoria Park/ Danforth Ave.,Apartment,E,"Absolutely Move-In Condition Large 2 Bedroom Condo In A Very High Demand Location. Very Close To Victoria Park Subway Station, School, Doctors Office, Dental Office, Pharmacy, , Grocery Store, Shopping Plaza. 20 Minutes To Down Town Toronto.Million Dollar Gym Facilities With Full-Size Swimming Pool. 24 Hours Security Patrolled And Camera Monitored Campus With A Huge Visitor Parking Area.
Fridge, Stove, Washer, Window Air Condition Unit, All Electric Light Fixtures, All Window Coverings."
E4888490,Unit 1404 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 445,000","$423,469",As of 2020-09-10,2 Bedrooms,1 Bathrooms,0 Garage,$ 910,$660/month,"water,hydro,heat",-,2020-08-27,2020-09-09,"$1,994",3.28%,Victoria Park/Danforth,Apartment,Sw,"Wow!!! It Looks Like A Gorgeous Presidential Suite In A 5 Star Hotel With Breathtaking Lake And Cn Tower View. Beautifully Modernized For A Big Family. You Are Buying A Multi Million Dollar West View. Which Can Be Enjoyed By Seating In Living Room Or Dining Room Or At Balcony. This Corner Unit Comes With Large Split Bedrooms With Newly Replaced Windows!
Brand New Fridge, Brand New Stove, All Elfs, New Lights. Brand New Kitchen. Renovated Washroom. This Unit Is Updated With Modern Look! Come And Get It Before It Is Gone! Very Low Maintenance Fee"
E4847100,Unit Ph19 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 420,000","$415,260",As of 2020-08-10,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,014",$763/month,"water,hydro,heat",31-50,2020-07-28,2020-08-10,"$2,123",3.24%,Victoria Park/Danforth,Apartment,N,"Amazing Views North From The Penthouse Balcony That Opens Thru The Family Area~~ Location, Location, Location!!!~~ Walk To The Victoria Park Subway~~ Family Oriented Neighbourhood Offering Crescent Town P.S, Crescent Town Day Care, Community Health Centre, Shopping And Much More. Minutes To The Beach For Hours Of Enjoyment. Check Out The Rec Centre Facilities Gym, Pool, Racket Court, Squash, Sauna+++
Amazing Opportunity!!!~~ New Bdrm Windows 2019~~ Includes Existing Appliances ""As Is, Where Is""~~ Well Maintained Property~~ Parking Available Thru Condo Corp On Rental Basis~~ Masks Mandatory By-Law Please Respect~~"
E4808294,Unit 212 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 429,900","$409,243",As of 2020-09-03,2 Bedrooms,1 Bathrooms,0 Garage,$ 948,$716/month,"water,hydro,heat",-,2020-06-26,2020-09-11,"$1,995",3.19%,Victoria Park/Danforth Ave.,Apartment,E,"Great Opportunity! Ideal 2 Bdrm Condo That Is A 5 Min Walk To Victoria Park Subway Station! Located By Gorgeous Taylor Creek Park, Clean, Neutral Colours, Close To All Amenities - Dentonia Golf Course, Shops, Restaurants, Shoppers World, Fitness Center, Day Care, Schools W/ After Schools Programs, Etc. 20 Min Drive To Downtown!
Click Virtual Tour! Include All Existing Appliances: Fridge, Stove, Microwave, All Fixtures, Window Coverings In Living-Room Only."
E4905819,Unit 1008 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 438,000","$442,300",As of 2020-09-10,2 Bedrooms,1 Bathrooms,1 Garage,$ 948,$756/month,"water,hydro,heat",16-30,2020-09-10,2020-09-10,"$2,123",3.19%,Vic Park & Danforth,Apartment,E,"One Of The Best Deals In Toronto! Amazing Large 2 Bedroom Unit For Sale In Prime Location. Featuring Brand New Flooring And Functional Layout. Very Well Taken Care Of Shows Pride Of Home Ownership. Move In Ready! Ttc Subway Downstairs, Commute Downtown In Just 20 Mins. Community Center With Club Like Facilities And Shopping All At Your Doorstep. Growing Neighbourhood In A Prime Location Of The City. Do Not Miss Out!
Utilities (Hydro, Heat, Water) Included! Great Appliances, Window Coverings, Light Fixtures."
E4859302,Unit 214 - 5 Massey Sq E,Crescent Town - Toronto,Condo Apt,"$ 549,900","$539,330",As of 2020-09-01,3 Bedrooms,2 Bathrooms,0 Garage,"$ 1,049",$856/month,"water,hydro,heat",-,2020-08-06,2020-09-01,"$2,450",3.05%,Danforth Ave/Victoria Park,Apartment,E,"Location Location Location !!! Very Well Maintained Bright & Spacious 3 Bedrooms With 2 Baths Condo, "" Hardly Comes On The Market "" Walk Out To Large Balcony. Engineered Hardwood Flrs, Medical Clininc All On Site,Pharmacy,Grocery Store, Dental Office, Million Dollar On Site Gym, Pool And Recreation Centre.Steps To Victoria Park Subway & Ttc Bus. "" Won't Last Long ..See Virtual Tour ""
Fidge,Stove,Microwave, Dishwasher, All Elf's.Maintenance Fee Includes Hydro,Heat,Cable.Parking Space Is Rental @$55.00 Per Month"
E4895833,Unit 2519 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 449,000","$418,478",As of 2020-09-02,2 Bedrooms,1 Bathrooms,0 Garage,$ 947,$764/month,Building Age:,31-50,2020-09-02,2020-09-02,"$1,995",2.99%,Victoria Park/Danforth,Apartment,N,"Open Balcony, Renod. 2018 (Partial). Ss Appliances (2018). Don't Miss It. Great Location, Walk To Victoria Pk Subway Stn, 20 Mins Ride To Downtown, Hidden Gem In East York. Close To All Amenities, School, Daycare, Medical Centre, Groceries Are In The Same Complex. Million Dollar Recreation Centre With Lane Swimming Pool, Gym, Yoga Rm, Squash & Basketball Courts. Heat, Hydro, Water, Cable Tv All Included In The Maintenance Fee. Walk To Mall, Metro, Loblaws.
S.S. Stove(As Is), S.S. Fridge, S.S. Dishwasher, Window A/C & Portable Washer, All Elf's. Window Covering & Portable A/C Excluded."
E4742973,Unit 2104 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 455,000","$440,509",As of 2020-07-31,2 Bedrooms,1 Bathrooms,1 Garage,$ 999,$765/month,"water,hydro,heat",-,2020-04-15,2020-07-31,"$2,124",3.07%,Victoria Park/Danforth,Apartment,S,"Sunny South Facing Enclosed Balcony (Approx.16X5')* Freshly Painted, Real Wood Parquet Floors..No Plastic!*Hallway14' With 7'.4"" Closet* Mbr 7'.7"" Closet*2nd Bdrm 4' Closet With 4'8""X3'11"" Walk-In Closet/Locker* 24/7 Security Guards/Cameras*In-House Staff-Electricians/Plumbers Etc.*Daycare/School/Doctor Offices/Drugstore/Dentist/Grocery Store/On Subway Line/Complex Surrounded By Parkland/Golfcourse!!! *20 Mins Downtown-10 Mins To Beach/Boardwalk+++
Brand New: Fridge, Stove, Range Hood, All New Elf's Except Master Bedroom , Freshly Painted Throughout!!! ***Enclosed Balcony***New Windows Installed In Dr/Mbr... Parking/Lockers/Basic Cable Available Through On-Site Management Office"
E4846590,Unit 304 - 5 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 444,900","$416,276",As of 2020-07-28,2 Bedrooms,1 Bathrooms,0 Garage,$ 912,$659/month,"water,hydro,heat",-,2020-07-27,2020-07-28,"$1,896",2.97%,Victoria Park Subway/Danforth,Apartment,W,"Everything Brand New/ Just Renovated--Top To Bottom !!! Balcony Overlooks Lovely Gardens!!! Lower Maintenance..Lay-Out Rarely Available ( Bedrooms Separated By Bathroom Not Side By Side ) 24Hr Security Guards/Cameras/Multi-Million $$$ Recreation Centre**Free Membership/On Subway Line.20 Mins. Downtown-10 Mins To Beach/Boardwalk/School/Daycare/Doctor Offices-Pharmacy/Grocery Store +++...Complex Surrounded By Parklands-Beautiful Bike/Walking Trails-Golfcourse++
Brand New Fridge,Stove, Range Hood, Flooring, Elf's ..., Parking, Basic Cable, Lockers Available Thru Y.C.C. 76 Management Office ..."
E4879641,Unit 3203 - 3 Massey Sq,Crescent Town - Toronto,Condo Apt,"$ 473,999","$446,046",As of 2020-08-21,2 Bedrooms,1 Bathrooms,1 Garage,$ 950,$797/month,"water,hydro,heat",-,2020-08-20,2020-08-20,"$2,124",2.99%,Victoria Pk/Danforth,Apartment,S,"Great Million Dollar Panoramic View Of Lake Ontario. Fully Renovated Unit With New Kitchen, New Modern Bathroom, New Flooring, Mirror Closets. Close To Mall, Groceries, Schools, Daycare, Medical Centre. A Few Mins Walk To Victoria Park Subway Station. 20 Mins Ride To Bloor And Yonge Station. Great Value For Your Money. Well Managed & Good Priced Hidden Gem In Eastyork.
Fridge, Stove, (New Stainless Steel Appliances Will Be Provided). All Elf, All Utilities Are Included With The Maintenance Fee. The Largest Unit In The Building. Only 8 Units On Each Floor."
E4846995,Unit 614 - 8 Trent Ave,East End-Danforth - Toronto,Condo Apt,"$ 499,900","$532,722",As of 2020-08-09,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,567",$370/month,water,-,2020-07-27,2020-08-09,"$2,175",3.22%,Danforth & Main,Apartment,E,"Stunning, Spacious & Bright One Bedroom+ Unit In The Heart Of Vibrant Danforth Village! Just Steps To The Shops And Restaurants Of The Danforth. Minutes To Danforth Go & Main Station! Open Concept Kitchen/Living/Dining For Entertaining W W/O To The East Facing Balcony For Your Morning Coffee! The Bd Boasts A Generous W/I Closet. This Quiet & Community Minded Building Offers Great Amenities, Visitors Prkg And A Massive Bbq Terrace With Patio & City Views!
All Light Fixtures, S/S Fridge, Stove, Microwave Range Hood & Dishwasher. Includes Parking And Locker! Built By Deltera, Of The Tridel Group. Https://Real.Vision/8-Trent-Avenue-614?o=u"
E4861783,Unit 212 - 8 Trent Ave,East End-Danforth - Toronto,Condo Apt,"$ 545,000","$559,747",As of 2020-09-06,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,474",$325/month,water,0-5,2020-08-07,2020-09-06,"$1,900",2.7%,Danforth And Main,Apartment,E,"Your Stunning Spacious Near New Unit Awaits (Just Regd 2019). Fall In Love With 651Sqft Of Open Living Space And 9Ft Ceilings!! (Only Flr In Bldg). Owner Enclosed Den To Make A Perfect 2nd Smaller Room/Nursery For A Young Family. East Facing To Enjoy The Morning Sunrise On Your Large Open Terrace. Convenient Access To: Main St Subway, Danforth Go (12Min To Union!), Danforth Village And All The Danforth/Greektown Restaurants. Plus Only 30Min Walk To Beach!
Lots Of Builders Upgrades!! Laminate Flooring, Ss Fridge, Ss Dishwasher, Ss Microwave, Removable Shower Head, Washer/Dryer. Visitors Parking, Huge Outdoor Terrace With Bbq's. This Is A Quality Build By Tridel Group!!"
E4903687,Unit 216 - 2055 Danforth Ave,East End-Danforth - Toronto,Condo Apt,"$ 499,000","$567,547",As of 2020-09-11,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,138",$568/month,"water,heat",0-5,2020-09-09,2020-09-11,"$2,100",2.6%,Danforth Ave & Woodbine Ave,Apartment,W,"Welcome To One Of The Best 1 Bed+Den Layouts In The Carmelina Condominiums. This Spacious And Well Appointed 1+1 Br Unit Has 9Ft Ceilings, Ample Storage, A Cozy Balcony And Tons Of Charm. 1 Car Parking And Locker Included. Outstanding Location, A Very Well Run Building With State Of The Art Amenities And A Great Community. Subway, Shopping, Dining - All Within Steps From The Building. Farmer's Market, Parks, Playgrounds Just Around The Corner!
Stainless Steel Appliances Including Fridge, Stove, Dishwasher & Microwave. Washer & Dryer. All Elfs."
E4904957,Unit 325 - 2301 Danforth Ave,East End-Danforth - Toronto,Condo Apt,"$ 529,900","$588,169",As of 2020-09-10,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,000",$426/month,New,600-699 feet²,2020-09-09,2020-09-09,"$1,900",2.44%,Woodbine,Apartment,N,"Welcome To Canvas Condominium On Danforth Ave, Just Steps From 2 Subway Stops, Go Train, Close To Greektown And The Beach. Ultra Modern 637 Sf Suite With W/O To Balcony, Ceilings 8'6"", Floor To Ceiling Windows, Laminate Flooring Thru-Out, Quartz Slab Kitchen Counter, Plus Individually Controlled Heating And Cooling System. The Neighbourhood Offers All Amenities At Your Fingertips.
All Window Coverings, All Electric Light Fixtures, Fridge, Stove, B/I Dw, B/I Microwave & Stacked Washer/Dryer Also Offered For Lease, Mls E4865209"
W4899494,Unit 1503 - 541 Blackthorn Ave,Keelesdale-Eglinton West - Toronto,Condo Apt,"$ 359,000","$394,216",As of 2020-09-10,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,133",$492/month,"water,hydro,heat",-,2020-09-04,2020-09-10,"$1,798",3.51%,Eglinton / Caledonia,Apartment,N,"Amazing Investment Opportunity! Attention Home Renovators, Investors, Flippers And Landlords! Rare Opportunity To Design Your Perfect Condo. Highly Desired Building In A Sought After Area. A Short Walk To The Future Eglinton Lrt. Close To Hwy & Shopping, Transit. Top Notch Amenities Include: Heated Outdoor Swimming Pool, Gym, Tennis Courts, Meeting/Party Room, Tons Of Visitor Parking. Clean And Well Maintained Bldg With Low Maintenance Fees. Wont Last!
This Unit Offers One Parking + Huge Locker.Outdoor Park Like Gardens With Bbq & Picnic Tables. Fridge, Stove, Washer, Dryer And Entire Unit Being Sold In "" As Is"" Condition. Coin Laundry Room On 2nd Floor (Speak To La Regarding W/D In Unit)"
W4895592,Unit 503 - 541 Blackthorn Ave,Keelesdale-Eglinton West - Toronto,Condo Apt,"$ 399,000","$399,358",As of 2020-09-02,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,133",$492/month,"water,hydro,heat",-,2020-09-02,2020-09-02,"$1,798",3.46%,Eglinton/Caledonia/Keele,Apartment,N,"Wow! A Rare Offering In The Highly Desired Blackthorn Manor! A Clean & Newly Renovated Large 1 Bedroom Unit. Full-Sized Kitchen With Brand New Stainless Steel Appliances! A Short Walk To The Future Eglinton Crosstown Lrt, Ttc, Shopping, Schools. Low Maintenance Fees That Cover All Utilities To Make For Hassle-Free Living. All Of The Amenities You Would Expect From A Top-Class Condo: Fitness Center, Pool, Tennis Court, Party Room, Etc! Must See To Believe!
Ss Fridge, Ss Stove, Ss Range Hood, Window Coverings, Elf."
W4896872,Unit 910 - 1600 Keele St,Keelesdale-Eglinton West - Toronto,Condo Apt,"$ 419,900","$433,796",As of 2020-09-04,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,289",$502/month,"water,heat",-,2020-09-03,2020-09-04,"$1,750",2.99%,Rogers Road And Keele St,Apartment,E,"Beautiful 1+1 Bedroom Apartment Nestled In Highly Sought After And Convenient Neighbourhood. This Unit Features Laminate Floors Through Out, Spacious Living Room, Unique Balcony With Open And Amazing View To The City. 1 Parking Spot And 1 Locker. Amazing Location Just Steps To Stores, Transit, Restaurants, Banks And More. Do Not Miss This Opportunity.
All Electric Light Fixtures, Fridge, Stove, Dishwasher, Washer, Dryer. Oversized Parking Spot #1 Level(1). Locker #96 Level A."
W4893198,Unit 1022 - 1600 Keele St,Keelesdale-Eglinton West - Toronto,Condo Apt,"$ 529,900","$551,466",As of 2020-09-11,2 Bedrooms,2 Bathrooms,1 Garage,"$ 1,511",$600/month,water,-,2020-09-01,2020-09-11,"$1,779",2.16%,Keele & Rogers Rd,Apartment,Sw,"Spacious 2 Bedroom 2 Full Baths Condo In Exceptionally Convenient Neighbourhood. Steps To All! New Laminate Floorings, Modern Baths. Ideal, Efficient Floor Plan With Spacious Area For Formal Dining And Living, Split 2 Bedrooms With Adjacent Baths, Master With Soaker Tub! Walk-Out To Balcony With Sw Views
Fridge,Stove,Dishwasher,Microwave,Washer,Dryer *Parking & Locker* 9' Ceilings, Great Building With An Exercise/Gym, Party/Games Room, Visitor Parking, Concierge Services,Immaculate Building Where Owners Show True Pride Of Ownership!"
C4841480,Unit 808 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 879,900","$901,759",As of 2020-08-01,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,192",$684/month,"water,heat",-,2020-07-23,2020-08-01,"$3,100",2.56%,Yonge And Lawrence,Apartment,E,"Elegant Boutique Condo In The Beautiful Lawrence Park Neighbourhood. Premium Unobstructed East Views Overlooking Beautiful Lawrence Park. Modern Open Concept Unit With High Ceilings, Tons Of Upgrades And Excellent Layout. Amazing Amenities Including Rooftop Pool! Prime Location, Steps To Subway, Cafes, Restaurants, Grocery Stores, And Much More.
B/I Panel Fridge, Miele Cooktop And Oven, Miele Hood Fan, B/I Dishwasher, Washer & Dryer, All Elf's, Window Coverings, Parking And Locker."
C4898248,Unit 405 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 969,000","$1,018,588",As of 2020-09-04,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,833",$761/month,"water,heat",0-5,2020-09-03,2020-09-04,"$3,100",2.15%,Yonge St/Lawrence Ave,Apartment,E,"Sought After Yonge/Lawrence Corridor Boutique Building Built By Lanterra With High End Finishes. Bright Open Concept, Large Balcony Overlooking The Park. Hardwood Thru Out, Steps From Yonge-Lawrence Subway Station, Steps To Ttc, Grocery, Library, Shops, Great Restaurants, Beautiful Walking Trails, And Cafes.
High End Paneled And Stainless Steel Appliances, Liebherr Fridge/Freezer, Miele: Cook Top, B/I Oven Fan, B/I Dishwasher, Genius B/I Microwave, Washer/Dryer, Wood Floors,1 Parking. All Light Fixtures, Window Coverings"
C4781692,Unit 205 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 1,049,900","$1,117,760",As of 2020-06-16,2 Bedrooms,2 Bathrooms,3 Garage,"$ 4,818",$905/month,"water,heat",-,2020-06-04,2020-06-16,"$3,471",2.14%,Yonge/Lawrence,Apartment,E,"Urban Luxury In Lawrence Park! Rarely Avail. Brookdale Model 945 Sq Ft. With 3 Owned Parking Spots To Rent Out Or Use, A Locker + A Self Contained Storage Room, This Unit Has It All. No Detail Overlooked, And No Expense Spared, This Apt Shines! Electric Fireplace In Living Room, Hardwood Thru Out, Made To Measure Flooring On Balcony, California Closets, Floor Safe, Privacy Film On The Glass Doors Of 2nd Bed., Steps From Ttc, Incredible Shopping, Restaurants.
(3rd Parking Spot Owned Level D-54, And Storage Locker Room Owned Level E-15) High End Panelled & Stainless Steel Appliances, Custom Light Fixtures, Washer And Dryer,Custom Window Coverings(Blackout In Master) Pet Spa! Steam Room!"
C4901909,Unit 215 - 2727 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 1,389,000","$1,414,798",As of 2020-09-11,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,714",$1361/month,water,-,2020-09-08,2020-09-11,"$3,449",1.34%,Yonge St/ Blythwood,Apartment,E,"This Beautiful Suite Is Located On The Quiet ""East"" Side Of The Exclusive ""Residences Of Lawrence Park""! Beautiful Hardwood Flooring, Renovated Kitchen With Loads Of Storage. Open Concept Living/Dining Room With Sliding Glass Doors To A Lovely, Large Balcony. Wonderful For Entertaining. One Parking Spot And 2 Lockers. Bring Your Most Discerning Buyers! Approximately 1500 Sq Ft. Situated Among Yonge St Shops, Restaurants, Ttc At Doorstep.
Fridge, Stove-Top, B/I Oven, Dishwasher, Microwave, Washer/Dryer (Stacked), Elf's, Window Coverings In 2nd Bedroom, California Shutters, Tv Over Fireplace. * Fireplace Is Electric."
C4855205,Unit 101 - 2727 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 1,898,000","$1,859,153",As of 2020-08-24,2 Bedrooms,2 Bathrooms,3 Garage,"$ 5,931",$1778/month,water,-,2020-08-04,2020-08-24,"$3,733",0.86%,Yonge St & Lawrence Ave,Apartment,E,"Stunning Newly Renovated 1966 Sq Ft Suite With 2 Bedrooms & Den In Demand Lawrence Park Neighborhood. Beautifully Landscaped Private 600 Sq Ft Garden Terrace. Ideal For A Small Dog, Or Someone Who Loves To Garden. Large Principle Rooms, Built-In Throughout, Hardwood Flr, High Quality Upgrades. Reno Kitchen Comes W/ High End S/S Appliances, Beautiful Quartz Counter Top W/ Blanco Double Sinks And Lots Of Cupboards.
Ss Bosch Oven, Microwave, Miele Cooktop, Fan Hood, Panelled Sub Zero Fridge, B/I Miele Dishwasher, Miele Stacked Washer/Dryer. All Elf's & Window Coverings. 55Inch Tv In Den W/ Sound Bar. Laundry Rm W/ Shelving. 3 Prking & 2 Lckrs Enclosed!"
C4901660,Unit Ph 12 - 2727 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 2,895,000","$2,693,660",As of 2020-09-11,3 Bedrooms,2 Bathrooms,3 Garage,"$ 6,621",$1887/month,water,-,2020-09-08,2020-09-11,"$3,924",0.6%,Yonge St & Blythwood,Apartment,Nw,"""Penthouse Reimagined"" In A Prime Boutique Building On Vibrant Yonge St In Lawrence Park! This Rarely Available Corner Penthouse Suite Has It All W/3 Exposures, 2,074 Sf Of Interior Space, Grand Principal Rooms, 3 Bdrms, Office, 2 Skylights & 2 Terraces W/Breathtaking Views Incl One W/900 Sf On The Coveted Quiet Side Of Building. A+ Layout & Location Is A Unique Opportunity To Create Your Perfect Home. Virtual Reno/Staging Photos Show Endless Possibilities!
Walk To Restaurants & Shops! Potential To Add A 2-Pc. ""Other"" Is 900Sf Terrace On Quiet Side Of ""Residences Of Lawrence Park"". 3 Pkg & Double Locker. Low Maint/Taxes Compared To Similar Size Condos. Virtual Staging/Renovation In Some Photos"
C4894519,Unit 3211 - 20 Richardson St,Waterfront Communities C8 - Toronto,Condo Apt,"$ 650,000","$647,760",As of 2020-09-02,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,$361/month,"water,heat",New,2020-09-01,2020-09-02,"$2,224",3.25%,Lower Jarvis & Queens Quay,Apartment,E,"Assignment Opportunity With Great Value! This 1 Bedroom + Den East-Facing Unit At Daniel's Lighthouse Condo Comes With A Locker And Can Be Yours To Move Into On October 13th. No Interim Occupancy Which Means You Start Paying Your Mortgage Immediately! Bright Unit With Modern Finishes, An Amazing Location With Lots More Growth To Come. The Best Of Waterfront Living Awaits You Here!
Included: Brand New Appliances (Fridge, Stove, Microwave & Dishwasher),Front Load Washer & Dryer. Stellar Building Amenities Include 24Hr Concierge, Theatre, Arts & Crafts Studio, Fitness Centre, Garden Prep Studio, Tennis & Basket Courts."
C4893519,Unit 3507 - 20 Richardson St,Waterfront Communities C8 - Toronto,Condo Apt,"$ 860,000","$838,427",As of 2020-09-01,2 Bedrooms,2 Bathrooms,0 Garage,$ -,-,"water,heat",New,2020-09-01,2020-09-01,"$2,380",3.24%,Yonge / Queens Quay,Apartment,N,"Fantastic Opportunity To Live In A New Master Planned Community In The Midst Of Toronto's Waterfront. 9 Ft. Ceiling Heights In Principal Rooms. Contemporary Kitchen, Custom Designed By Cecconi Simone, With Integrated, Under-Cabinet Lighting And Soft-Close Hardware. Plus Extra $10,000 Upgrades. Steps Away From Sugar Beach, Loblaws, Lcbo, Restaurants, Ttc, And Martin Goodman Bike Trail. A Walk Or Drive To St. Lawrence Market And The Distillery District.
24"" S/S Fridge, S/S Stove, S/S Wd, Washer, Dryer. 24Hr Concierge, A Fitness Centre, Theatre, Arts & Crafts Studio, Garden Prep Studio, Tennis/Basketball Court & Gardening Plots."
C4894841,Unit 608 - 1 Scott St,Waterfront Communities C8 - Toronto,Condo Apt,"$ 719,000","$480,967",As of 2020-09-04,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,856",$473/month,"water,heat",-,2020-09-02,2020-09-04,"$2,750",4.76%,Front & Esplanade,Apartment,N,"Beam Me Up,Scotty! Coming In Hot To One Of The Most Sought After & Historical Neighbourhoods In Toronto Is This 1 Bdrm + Den In The St. Lawrence Market W/ Over 703Sqft Of Practical Space. Floor-To-Ceiling Windows, Soaring 9Ft Ceilings & Private Balcony,This Is The One You've Been Waiting Light Years For. Supremely Functional Floor Plan Includes A Sizeable Master & An Open-Concept Living Space. Modern Kitchen Features Granite Countertops & Integrated S/S Appl.
All S/S Kitchen Appliances, All Elfs (Except In Master), Washer & Dryer (2017) & Custom Floor To Ceiling Wardrobe Unit In Den, New Ac/Heat Pump & Thermostat. Exclusions: Elf In Master Bdrm & Chrome And Glass Shelf In Living Room."
C4907376,Unit 812 - 60 Tannery Rd,Waterfront Communities C8 - Toronto,Condo Apt,"$ 459,000","$464,693",As of 2020-09-11,1 Bedrooms,1 Bathrooms,0 Garage,$ -,$334/month,heat,-,2020-09-11,2020-09-11,"$1,765",3.48%,Cherry And Front,Apartment,W,"Stylish Urban Hip Low-Rise Condo. Beautiful Brand New 1 Bedroom Condo Is Designer Inspired. Amazing Open Floor Plan That With 9' High Ceilings, Modern Kitchen With S/S Integrated Appliances, Caesar Stone Counters, And A Large Private Balcony. Amazing Opportunity To Own! Live In One Of The Best Up And Coming Neighborhood's In Toronto. The Canary District Is Located Between The Distillery District And The Future ""East Harbour"" West Donlands. Chck Out The Video
S/S Integrated Appliances-Fridge, Ceramic Top Stove, Range Hood, B/I Dishwasher, B/I Microwave & Washer/Dryer. All Light Fixtures, Blinds, Storage Unit-Hall And Tv & Wall Mount."
